"№ п/п, № Отчета","Наименование объекта","Адрес объекта","Цель испытаний","Дата выполнения работ","Исполнители работ","Наименование заказчика",Электроустановка,"Среднее время заполнения линии (минуты)","Количество щитов","Наличие цепи: кол-во точек","Сопротивление изоляции: кол-во линий","Фаза-нуль: количество линий","УЗО: Количество УЗО","Автоматы: Количество Автоматов","Заземлителей: Кол-во ЗУ","Молниезащита: Кол-во МЗ","Затраченное время общее (минуты)","Затраченное время Планшетное (минуты)","Затраченное время Вебверсия (минуты)","Затраченное эффективное время общее (минуты)","Затраченное эффективное время Планшетное (минуты)","Затраченное эффективное время Вебверсия (минуты)","Среднее время межу щитами общее (минуты)","Среднее время межу щитами Планшетное (минуты)","Среднее время межу щитами Вебверсия (минуты)","Время старта","Время окончания",Инженер
"09/02/21-1.1 ",Офис,"г.Москва, улица Алабяна, д.12, корп.3",Эксплуатационные,2021-02-09,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «ЭРФОЛГ» ","Новая - Удовлетворительно",1.4565217391304,3,-,-,-,-,-,-,-,67,67,-,67,67,-,-,-,-,"2021-02-09 07:47","2021-02-09 20:58","Игорь Еселевский"
"11.02.21-1.1 ","Корпус 8. Детско-взрослый инфекционный корпус на 100 коек","г. Москва, пос. Сосенское, п. Коммунарка, ул.  Сосенский Стан, влд. 10/1",Приёмо-сдаточные,2021-02-11,"Рязанов А.В., Еселевский И.А., Доплер А.Э.","ООО «ИЛЛЮМИНАТ» ","Новая - Удовлетворительно",1.3065789473684,112,-,-,-,-,-,-,-,27562,290,27272,993,290,703,55.817226890756,-,55.817226890756,"2021-02-11 08:47","2021-03-03 08:17","Игорь Еселевский"
"22/02/21-1.1 ","Квартира №154","г. Москва, ЖК Рассказово, Бульвар Андрея Тарковского, д.3",Приёмо-сдаточные,2021-02-22,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","Баранов С. А. ","Новая - Удовлетворительно",1.2,1,-,-,-,-,-,-,-,24,13,11,24,13,11,-,-,-,"2021-02-23 19:56","2021-02-24 05:15","Игорь Еселевский"
"26/02/21-1.1 ","Корпус №2. Питание КТ. ","МО, г. Солнечногорск, ул. Рабухина, д.7.",Эксплуатационные,2021-02-26,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ГБУЗ «Туберкулёзная больница им. А. Е. Рабухина Депортамента здравоохранения города Москвы» ","Старая - Удовлетворительно",8.25,3,-,-,-,-,-,-,-,33,33,-,33,33,-,-,-,-,"2021-02-26 15:25","2021-02-26 16:04","Игорь Еселевский"
"02/03/21-1.1 ","Офис «Яндекс» ","г. Сочи, Триумфальный проезд 1.",Эксплуатационные,2021-03-02,"Рязанов А.В., Еселевский И.А., Аксенов С.А., ","ООО «ЯНДЕКС» ","Новая - Удовлетворительно",1.3619047619048,10,-,-,-,-,-,-,-,2038,338,1700,143,90,53,60.793103448276,4,56.793103448276,"2021-03-02 12:33","2021-03-04 12:31","Игорь Еселевский"
"05/03/21-1.1 ","Здание театра ","г.Москва, ул. Земляной вал, дом 76/21, стр.1",Эксплуатационные,2021-03-05,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ГБУК города Москвы «Московский театр на Таганке»","Старая - Удовлетворительно",0.72943722943723,155,984,922,124,-,-,-,-,16663,5,16658,674,5,669,29.998123827392,-,29.998123827392,"2021-03-05 05:32","2021-03-22 18:54","Игорь Еселевский"
"12/03/21-1.1 ","Магазин Очкарик ","г. Москва, Ленинский проспект, д.90",Эксплуатационные,2021-03-12,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «Оптик-Вижн»","Новая - Удовлетворительно",1.5121951219512,3,-,-,-,-,-,-,-,117,87,30,62,46,16,4.0058823529412,1.2058823529412,2.8,"2021-03-12 05:22","2021-03-14 13:19","Игорь Еселевский"
16/03/21-1.1,"Офисные помещения","г. Новосибирск, ул. Красноярская д.35, БЦ «Гринвич»",Эксплуатационные,2021-03-16,"Рязанов А.В., Еселевский И.А., Кузин А.Н.","ООО «Яндекс»","Новая - Удовлетворительно",1.9529411764706,9,525,69,68,23,83,-,-,209,-,209,166,-,166,0.39449541284404,-,0.39449541284404,"2021-03-23 05:44","2021-03-23 09:55","Игорь Еселевский"
"25/03/21-1.1 ","Жилой дом ","г. Москва, Мира пр-т, д. 192",Эксплуатационные,2021-03-25,"Рязанов А.В., Аксенов С.А., Рязанов А.В., Рязанов А.В., Еселевский И.А., Аксенов С.А.","ЖСК «Дзержинец-2» ","Новая - Удовлетворительно",1.2857142857143,3,20,24,24,-,-,-,-,36,36,-,36,36,-,-,-,-,"2021-03-25 07:16","2021-03-25 20:27","Игорь Еселевский"
26/03/21-1.2,"Гаражно-строительный кооператив ","г. Москва, ул. Вавилова, 60а",Эксплуатационные,2021-03-26,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ГСК - 3 «АВТОВЛАДЕЛЕЦ»","Старая - Удовлетворительно",1.2888888888889,3,33,43,43,-,45,-,-,219,219,-,58,58,-,5.03125,5.03125,-,"2021-03-26 11:02","2021-03-26 14:47","Игорь Еселевский"
"26/03/21-1.1 ","Магазин Очкарик ","г. Москва ул. Зеленый пр-кт д. 22",Эксплуатационные,2021-03-26,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «ОПТИК-ВИЖН»","Новая - Удовлетворительно",2.2307692307692,3,26,22,21,5,25,-,-,435,426,9,58,49,9,12.566666666667,12.566666666667,-,"2021-03-26 07:19","2021-03-29 07:18","Игорь Еселевский"
"29/03/21-1.1 ",ВРУ,"г. Москва, Ленинградский пр-т, 12",Эксплуатационные,2021-03-29,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО ""Сальвия""","Старая - Удовлетворительно",5.2142857142857,3,26,12,11,-,-,-,-,370,370,-,73,73,-,9.9,9.9,-,"2021-03-29 04:52","2021-03-29 12:17","Игорь Еселевский"
29/03/21-1.2,"Главные распределительные щиты","г. Москва, ул. Бутырская, д. 6",Эксплуатационные,2021-03-29,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО ""Сальвия""","Старая - Удовлетворительно",2.5,3,18,8,6,-,-,-,-,25,25,-,25,25,-,-,-,-,"2021-03-29 04:55","2021-03-29 12:30","Игорь Еселевский"
"30/03/21-1.1 ","Магазин Очкарик ","г. Ярославль, ул. Кирова, д. 13/31 ",Эксплуатационные,2021-03-30,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «ОПТИК-ВИЖН» ","Новая - Удовлетворительно",1.1,1,56,28,28,15,30,-,-,63,56,7,33,26,7,1.5789473684211,1.5789473684211,-,"2021-03-30 08:02","2021-03-31 06:10","Игорь Еселевский"
"31/03/21-1.1 ","РУ-0,4кВ ","г. Москва, ул. Б. Черкизовская, д. 26А",Эксплуатационные,2021-03-31,"Рязанов А.В., Еселевский И.А., Аксенов С.А.",ФГАНУНИИХП,"Старая - Удовлетворительно",2,6,44,20,9,-,-,1,-,79,74,5,66,61,5,0.28888888888889,0.28888888888889,-,"2021-03-31 06:22","2021-04-01 08:40","Игорь Еселевский"
31/03/21-1.2,"Здание №1","г. Москва, ул. Б. Черкизовская, д. 26А",Эксплуатационные,2021-03-31,"Рязанов А.В., Еселевский И.А., Аксенов С.А.",ФГАНУНИИХП,"Старая - Удовлетворительно",1.3072,58,722,424,407,-,-,1,-,7855,611,7244,817,308,509,20.529836091328,1.3963133640553,19.133522727273,"2021-03-31 08:35","2021-04-14 05:59","Игорь Еселевский"
02/04/21-1,"Магазин Очкарик ","г. Мытищи, Шараповский проезд, вл. 2, стр. 3, комн. 289 (ТЦ Красный кит.)",Приёмо-сдаточные,2021-04-02,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО ""ОПТИК-ВИЖН"" ","Новая - Удовлетворительно",1.2,2,122,23,23,9,26,-,-,75,68,7,36,29,7,1.8571428571429,1.8571428571429,-,"2021-04-02 07:20","2021-04-23 10:42","Игорь Еселевский"
"07/04/21-1.1 ","Здание №2","г. Москва, ул. Б. Черкизовская, д. 26А",Эксплуатационные,2021-04-07,"Рязанов А.В., Еселевский И.А., Аксенов С.А.",ФГАНУНИИХП,"Старая - Удовлетворительно",1.7131782945736,16,174,104,88,-,-,1,-,259,245,14,221,207,14,0.24516129032258,0.24516129032258,-,"2021-04-07 08:26","2021-04-14 06:06","Игорь Еселевский"
"11/04/21-1.1 ","Медицинский центр ","г. Москва, ул. Алтайская д.33/7",Эксплуатационные,2021-04-11,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ИП Типикин Г.Е.","Новая - Удовлетворительно",1.078125,10,347,121,120,-,-,-,-,410,134,276,138,120,18,23.61733615222,0.16279069767442,23.454545454545,"2021-04-11 07:06","2021-04-13 11:59","Игорь Еселевский"
11/04/21-1.2,Аптека,"г. Москва, ул. Хабаровская д.12/23",Эксплуатационные,2021-04-11,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «Лена»","Новая - Удовлетворительно",0.55263157894737,5,71,31,31,11,-,-,-,21,20,1,21,20,1,-,-,-,"2021-04-11 09:47","2021-04-13 08:19","Игорь Еселевский"
"12/04/21-1.1 ","Помещения банка","МО, г.Сергиев Посад, пр-т Красной Армии, д.234",Эксплуатационные,2021-04-12,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ПАО «МИнБанк»","Новая - Удовлетворительно",1.1470588235294,3,108,31,31,9,34,-,-,159,158,1,39,38,1,4.6153846153846,4.6153846153846,-,"2021-04-12 07:07","2021-04-13 09:44","Игорь Еселевский"
12/04/21-1.2,"Помещения банка","МО, г.Дмитров, ул. Советская, д.19",Эксплуатационные,2021-04-12,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ПАО «МИнБанк","Новая - Удовлетворительно",0.9375,3,191,28,27,7,31,-,-,30,28,2,30,28,2,-,-,-,"2021-04-12 07:54","2021-04-13 09:49","Игорь Еселевский"
10/04/21-1.1,"Контур заземления","МО, г. Одинцово, пос. Часцы, стр. 3А",Эксплуатационные,2021-04-10,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","АО «Петелинская птицефабрика»","Новая - Удовлетворительно",-,0,-,-,-,-,-,3,-,10,-,10,10,-,10,-,-,-,"2021-04-13 08:51","2021-04-13 09:05","Игорь Еселевский"
16/04/21-1.1,"Жилой комплекс с подземной автостоянкой и детским общеобразовательным учреждением ","г. Москва, ул. Паршина, вл. 10 ",Приёмо-сдаточные,2021-04-16,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «Иллюминат» ","Новая - Удовлетворительно",1.2324929971989,183,2250,901,891,24,1027,1,1,12417,516,11901,1320,326,994,18.02430889959,0.71161048689139,17.312698412698,"2021-04-15 21:19","2021-05-05 14:55","Игорь Еселевский"
19/04/21-1.1,"Медицинский центр","г. Москва, ул. Живописная, д.14, корп.1",Эксплуатационные,2021-04-19,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО МЦ «Диагностика»","Новая - Удовлетворительно",1.4722222222222,16,186,55,55,-,-,-,-,106,-,106,106,-,106,-,-,-,"2021-04-19 15:57","2021-04-19 17:46","Игорь Еселевский"
22/04/21-1.1,"Магазин ","г. Москва, ул. Ленина, д. 32",Эксплуатационные,2021-04-22,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО ""Енисей""","Новая - Удовлетворительно",2.5555555555556,5,17,8,7,3,8,-,-,69,69,-,69,69,-,-,-,-,"2021-04-22 17:01","2021-04-22 18:25","Игорь Еселевский"
22/04/21-1.1,Банк,"Г. Москва, ул. Ленина, д. 46",Эксплуатационные,2021-04-22,"Рязанов А.В., Еселевский И.А., Байнов С. А.","ООО ""Заказчик"" ","Новая - Удовлетворительно",4.7333333333333,1,51,13,12,5,14,-,-,71,71,-,71,71,-,-,-,-,"2021-04-22 18:30","2021-04-22 19:56","Игорь Еселевский"
23/04/21-1.1,"Магазин «Очкарик»","г.Москва, ул. Гарибальди, д.23",Эксплуатационные,2021-04-23,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «Оптик-Вижн»","Новая - Удовлетворительно",0.96,2,52,21,21,9,25,-,-,24,-,24,24,-,24,-,-,-,"2021-04-23 10:43","2021-04-23 11:11","Игорь Еселевский"
23/04/21-1.2,"Магазин «Очкарик»","г.Москва, проспект Мира, д.103",Эксплуатационные,2021-04-23,"Рязанов А.В., Еселевский И.А., Аксенов С.А.","ООО «Оптик-Вижн»","Новая - Удовлетворительно",1.8333333333333,3,62,26,26,6,29,-,-,55,-,55,55,-,55,-,-,-,"2021-04-23 11:36","2021-04-23 14:41","Игорь Еселевский"
